[0.8317302165165741 0.2965446765025228 0.4547997700708948 0.913997921965264 0.6359235713021762 0.8318324172535626 ] {color-red}
[0.8503770739064856 0.18586278586278587 0.33137662549427255 0.9535784106353092 0.772900684211953 0.850377082824707 ] {color-red}
[0.8616666666666667 0.22288350634371396 0.39838523644752016 0.9192241256022552 0.7370562035713674 0.8617993161958807 ] {color-red}
[0.8471189182942332 0.2466828460264263 0.42595477483724337 0.9169239473611497 0.7095305506322964 0.8475442134092739 ] {color-red}
[0.8638942088463293 0.22104423164614684 0.3807295941632467 0.9422984569541958 0.7505173968021259 0.8638942169588666 ] {color-red}
[0.8839556256730022 0.26841459444569654 0.45103047604737934 0.9468402347573832 0.686233670842069 0.8839556325897859 ] {color-red}
[0.8371814431824603 0.1807085946770639 0.3276487540261061 0.9515072438270068 0.7814380893274412 0.8371814528872026 ] {color-red}
[0.9513841184906661 0.21920652710992203 0.42897308892825725 0.9498634405391773 0.7647841507460196 0.9513841213883985 ] {color-red}
[0.8625931953809192 0.1916143532511819 0.3655304967836937 0.9559632734505077 0.786222775463059 0.862593203571003 ] {color-red}
[0.8065490523694858 0.2305895457598244 0.4057726014382361 0.9421836559364297 0.709799172212008 0.8065490639000609 ] {color-red}
[0.9313485952845362 0.19845099179869738 0.4053359796507317 0.9501148184274885 0.7855844022126445 0.9313485993764787 ] {color-red}
[0.9087849312953528 0.19649529102979774 0.3912613864443415 0.9426603234651697 0.7870383232127963 0.9087849367321945 ] {color-red}
[0.8515388818065927 0.33368542463425 0.4974078795604929 0.9216889270160336 0.597862376471053 0.851672442520366 ] {color-red}
[0.8649095483407212 0.2397587955752566 0.43485483806557246 0.9366147918114534 0.7253364865305831 0.8651811110269271 ] {color-red}
[0.9015880515526157 0.24416620731291178 0.4516838596214925 0.934615079820944 0.72639552986566 0.9017927979369719 ] {color-red}
[0.9000351710190803 0.2602039919106656 0.44428031302206983 0.9377754511621743 0.7168371300025104 0.9000351769774484 ] {color-red}
[0.9611722386796445 0.30775144590210185 0.5263412799172427 0.9414852459426987 0.6767614390522384 0.9612274909083792 ] {color-red}
[0.7667120479476707 0.22777021423094376 0.40325180351470197 0.9291755680352708 0.6995160292123473 0.7669999982391655 ] {color-red}
[0.8931433067053982 0.2362533284918906 0.4382504236262406 0.9472894255958647 0.744840665248993 0.8931433130515578 ] {color-red}
[0.9042992011619463 0.350239651416122 0.5634713144517066 0.913408056581048 0.6086474595625919 0.9046042177412245 ] {color-red}
[0.9249752770673487 0.32595055413469737 0.5391167945439045 0.9403015800144361 0.6591966686041458 0.9249752815391706 ] {color-red}
[0.9344286342966114 0.3333871204342086 0.5366730233240429 0.9400603583557507 0.6513856495184791 0.9344286382049694 ] {color-red}
[0.9761133033556636 0.44163837141720963 0.6484414670704475 0.9339082453971258 0.5481421594175273 0.9761133047794217 ] {color-red}
[0.8277124183006536 0.30589480236539063 0.5074136321195145 0.9132461902227194 0.6246427102990094 0.8285216410954793 ] {color-red}
[0.6448079160184446 0.17480553336416768 0.3218965928043841 0.9409210858650218 0.7269425554529866 0.6449088495360519 ] {color-red}
[0.9735069785489954 0.42818581978245845 0.629670049838117 0.9362680165079262 0.5606642604915537 0.9735069801281024 ] {color-red}
[0.8818615082702551 0.22645821995745313 0.4257359125315391 0.9459817912641058 0.7501915833647257 0.8818615152867929 ] {color-red}
[0.9067446647167154 0.24730581735456614 0.4479211353049507 0.9411182366579113 0.7312812574660581 0.9067446702751666 ] {color-red}
[0.7859615765498118 0.2601782531194296 0.4268990559186638 0.9041687605617198 0.6671214301803898 0.7860592984189891 ] {color-red}
[0.8921299617407938 0.23985832137733143 0.45755619320899094 0.9430460347681308 0.7415943098504368 0.8921299681703492 ] {color-red}
[0.9531649296355179 0.24842489548371902 0.4187246069599011 0.9302271826206021 0.7465644598723173 0.9531649324271056 ] {color-red}
[0.9129264820682371 0.2501584240253478 0.4534279285484686 0.944257562079541 0.7296852220626291 0.9129264872582232 ] {color-red}
[0.9343293700458907 0.4453570435266305 0.6113249200389376 0.9266664425641008 0.5249838258345374 0.9357043564953702 ] {color-red}
[0.8142388908226013 0.24016707274625826 0.4251885369532428 0.9356691519490073 0.7056035388801136 0.8143462229233521 ] {color-red}
[0.913502926709844 0.29630767176337053 0.4859317620351205 0.9434339622752879 0.6844187107922406 0.9135029318654713 ] {color-red}
[0.8605357636012151 0.26195111847555924 0.46109500138083404 0.9450037621066604 0.7120545214750398 0.8605357719139314 ] {color-red}
[0.9466068823173552 0.34061421301733036 0.49348421764350026 0.9237623889848147 0.6335746336816227 0.9475677053422115 ] {color-red}
[0.9386414798864637 0.48639522364686305 0.6400916772699097 0.9211807725768995 0.48711625934646663 0.9396218756421434 ] {color-red}
[0.8316676185037122 0.2384827717494765 0.43506567675613933 0.9186422930153322 0.7022438437216779 0.8332000860890139 ] {color-red}
